cpf,sexo,curso,salario_5_anos,estado,cidade,trabalha_na_area,tipo_empresa
398,Feminino,Engenharia Civil,2954.34,AL,Limoeiro,Não,Privada
399,Feminino,Pedagogia,2270.44,RN,Olinda,Sim,Pública
400,Masculino,Enfermagem,4478.43,AL,Olinda,Não,Pública
401,Feminino,Enfermagem,2879.73,PE,Vitória,Não,Privada
402,Feminino,Enfermagem,3507.51,RN,Olinda,Não,Privada
403,Masculino,Administração,4396.24,CE,Recife,Não,Privada
404,Masculino,Enfermagem,5925.32,CE,Recife,Sim,Empreendedor
405,Feminino,Pedagogia,4134.56,RN,Caruaru,Sim,Privada
406,Feminino,Pedagogia,3746.12,PE,Olinda,Não,Empreendedor
407,Feminino,Direito,2154.67,RN,Caruaru,Sim,Empreendedor
408,Feminino,Administração,4903.23,PB,Limoeiro,Não,Empreendedor
409,Feminino,Pedagogia,3990.37,PE,Limoeiro,Sim,Pública
410,Feminino,Engenharia Civil,3083.43,RN,Vitória,Não,Pública
411,Masculino,Administração,2959.5,PB,Vitória,Sim,Empreendedor
412,Feminino,Administração,3011.76,AL,Olinda,Não,Empreendedor
413,Feminino,Pedagogia,3552.76,PE,Olinda,Sim,Empreendedor
414,Masculino,Engenharia Civil,1749.19,AL,Caruaru,Não,Pública
415,Masculino,Direito,4961.63,PB,Caruaru,Não,Pública
416,Masculino,Pedagogia,4741.61,CE,Olinda,Não,Pública
417,Masculino,Engenharia Civil,3299.01,CE,Olinda,Não,Empreendedor
418,Feminino,Administração,3014.42,CE,Vitória,Não,Empreendedor
419,Feminino,Engenharia Civil,3472.19,AL,Vitória,Sim,Privada
420,Feminino,Administração,3675.87,PE,Vitória,Sim,Privada
421,Feminino,Pedagogia,3139.88,AL,Olinda,Não,Pública
422,Feminino,Pedagogia,4698.9,AL,Caruaru,Não,Pública
423,Feminino,Enfermagem,1791.07,CE,Recife,Sim,Privada
424,Masculino,Enfermagem,2645.68,AL,Recife,Não,Pública
425,Feminino,Enfermagem,4430.29,PB,Caruaru,Sim,Empreendedor
426,Masculino,Pedagogia,3889.13,RN,Caruaru,Não,Privada
427,Masculino,Direito,2684.55,RN,Caruaru,Sim,Empreendedor
428,Feminino,Pedagogia,3980.56,RN,Vitória,Não,Privada
429,Masculino,Engenharia Civil,2548.45,CE,Limoeiro,Não,Privada
430,Feminino,Pedagogia,3127.86,CE,Olinda,Não,Pública
431,Masculino,Pedagogia,4752.46,RN,Vitória,Não,Empreendedor
432,Feminino,Administração,4619.7,PE,Recife,Não,Empreendedor
433,Masculino,Administração,3845.88,RN,Olinda,Não,Empreendedor
434,Feminino,Administração,2238.62,AL,Caruaru,Sim,Empreendedor
435,Feminino,Pedagogia,3046.81,RN,Recife,Não,Pública
436,Feminino,Direito,3615.76,RN,Caruaru,Sim,Empreendedor
437,Feminino,Engenharia Civil,5246.51,PE,Caruaru,Não,Pública
438,Feminino,Engenharia Civil,1361.16,CE,Caruaru,Sim,Privada
439,Masculino,Direito,2453.43,CE,Olinda,Não,Empreendedor
440,Masculino,Direito,4854.32,AL,Recife,Sim,Pública
441,Masculino,Engenharia Civil,5132.2,RN,Recife,Sim,Privada
442,Feminino,Enfermagem,3416.34,PB,Caruaru,Não,Empreendedor
443,Masculino,Administração,5346.08,AL,Vitória,Não,Empreendedor
444,Feminino,Administração,2619.95,CE,Limoeiro,Não,Pública
445,Feminino,Engenharia Civil,1688.91,PE,Vitória,Não,Privada
446,Masculino,Direito,4448.28,CE,Olinda,Sim,Privada
447,Masculino,Enfermagem,5053.65,CE,Limoeiro,Não,Privada
448,Feminino,Engenharia Civil,5033.64,PE,Vitória,Não,Privada
449,Masculino,Administração,2463.87,RN,Recife,Sim,Empreendedor
450,Feminino,Pedagogia,3739.26,RN,Vitória,Não,Privada
451,Feminino,Direito,4507.78,CE,Caruaru,Não,Pública
452,Feminino,Pedagogia,3861.17,AL,Olinda,Sim,Pública
453,Feminino,Engenharia Civil,5235.63,PB,Vitória,Não,Empreendedor
454,Feminino,Administração,3013.94,AL,Vitória,Não,Pública
455,Masculino,Enfermagem,3415.26,AL,Limoeiro,Sim,Empreendedor
456,Masculino,Pedagogia,3783.43,CE,Caruaru,Não,Privada
457,Feminino,Enfermagem,4499.06,CE,Limoeiro,Não,Empreendedor
458,Feminino,Administração,3266.65,PB,Olinda,Não,Privada
459,Masculino,Pedagogia,4612.92,PB,Olinda,Sim,Pública
460,Masculino,Enfermagem,5425.55,PB,Caruaru,Não,Empreendedor
461,Feminino,Enfermagem,2878.31,CE,Limoeiro,Sim,Privada
462,Masculino,Pedagogia,3302.41,CE,Caruaru,Sim,Empreendedor
463,Feminino,Administração,4661.31,AL,Limoeiro,Não,Privada
464,Masculino,Enfermagem,5813.03,CE,Recife,Sim,Empreendedor
465,Feminino,Engenharia Civil,4263.15,RN,Caruaru,Não,Empreendedor
466,Masculino,Pedagogia,2556.52,RN,Olinda,Não,Empreendedor
467,Feminino,Direito,3737.81,PB,Limoeiro,Não,Empreendedor
468,Masculino,Direito,4652.23,CE,Recife,Sim,Privada
469,Masculino,Administração,2524.92,RN,Olinda,Não,Privada
470,Feminino,Engenharia Civil,2205.94,AL,Limoeiro,Sim,Empreendedor
471,Masculino,Enfermagem,3086.02,PE,Recife,Sim,Empreendedor
472,Feminino,Direito,4291.56,AL,Olinda,Sim,Pública
473,Masculino,Administração,1856.94,PE,Olinda,Não,Privada
474,Feminino,Engenharia Civil,2668.31,AL,Recife,Sim,Privada
475,Masculino,Engenharia Civil,3828.39,RN,Olinda,Sim,Privada
476,Feminino,Administração,4808.62,CE,Limoeiro,Sim,Privada
477,Masculino,Administração,3848.25,PE,Limoeiro,Sim,Pública
478,Feminino,Enfermagem,3949.62,CE,Olinda,Sim,Empreendedor
479,Masculino,Administração,4705.91,CE,Vitória,Sim,Empreendedor
480,Feminino,Enfermagem,5416.71,RN,Recife,Não,Empreendedor
481,Feminino,Enfermagem,5282.61,PB,Vitória,Sim,Pública
482,Feminino,Pedagogia,1050.37,PB,Limoeiro,Não,Pública
483,Masculino,Engenharia Civil,3617.67,PE,Olinda,Não,Empreendedor
484,Feminino,Engenharia Civil,4595.02,RN,Caruaru,Não,Pública
485,Masculino,Engenharia Civil,5539.74,CE,Caruaru,Sim,Pública
486,Feminino,Pedagogia,4269.18,AL,Vitória,Não,Pública
487,Masculino,Enfermagem,2468.98,AL,Vitória,Não,Pública
488,Feminino,Enfermagem,2627.58,PE,Vitória,Sim,Empreendedor
489,Masculino,Administração,2661.16,PE,Limoeiro,Sim,Pública
490,Masculino,Pedagogia,3869.02,PE,Limoeiro,Não,Empreendedor
491,Feminino,Administração,2924.21,RN,Olinda,Não,Privada
492,Masculino,Pedagogia,-153.59,AL,Limoeiro,Não,Pública
493,Masculino,Administração,2086.05,RN,Olinda,Sim,Privada
494,Feminino,Direito,2966.9,RN,Olinda,Sim,Privada
495,Masculino,Engenharia Civil,1865.02,CE,Vitória,Sim,Pública
496,Masculino,Engenharia Civil,2043.76,RN,Caruaru,Não,Empreendedor
497,Masculino,Enfermagem,5961.16,RN,Vitória,Sim,Empreendedor
498,Feminino,Direito,3489.65,CE,Limoeiro,Sim,Empreendedor
499,Masculino,Engenharia Civil,3036.66,PB,Recife,Sim,Pública
500,Feminino,Enfermagem,4300.81,CE,Limoeiro,Não,Pública
501,Masculino,Direito,4875.28,PE,Caruaru,Sim,Empreendedor
502,Masculino,Engenharia Civil,6188.74,PB,Limoeiro,Não,Empreendedor
503,Masculino,Administração,5546.45,AL,Caruaru,Não,Privada
504,Feminino,Pedagogia,4021.77,RN,Recife,Sim,Privada
505,Masculino,Direito,1660.63,PB,Recife,Sim,Pública
506,Masculino,Enfermagem,2297.02,AL,Olinda,Sim,Empreendedor
507,Feminino,Direito,3017.77,CE,Limoeiro,Não,Empreendedor
508,Masculino,Enfermagem,4107.88,CE,Olinda,Não,Pública
509,Feminino,Direito,3613.18,PE,Vitória,Não,Empreendedor
510,Feminino,Enfermagem,1732.37,PE,Vitória,Não,Pública
511,Masculino,Engenharia Civil,1517.9,PB,Vitória,Sim,Privada
512,Feminino,Administração,3810.81,RN,Vitória,Sim,Empreendedor
513,Masculino,Engenharia Civil,3644.05,CE,Vitória,Não,Empreendedor
514,Feminino,Administração,3248.15,PB,Limoeiro,Não,Pública
515,Feminino,Engenharia Civil,4079.51,PB,Olinda,Não,Pública
516,Masculino,Engenharia Civil,4996.17,PB,Olinda,Não,Pública
517,Feminino,Direito,3872.08,PE,Caruaru,Sim,Pública
518,Feminino,Pedagogia,2370.02,CE,Vitória,Sim,Privada
519,Feminino,Enfermagem,5798.26,PE,Recife,Sim,Pública
520,Feminino,Enfermagem,3288.43,PE,Caruaru,Sim,Empreendedor
521,Feminino,Enfermagem,3560.0,PB,Caruaru,Não,Empreendedor
522,Masculino,Administração,2715.61,AL,Limoeiro,Não,Empreendedor
523,Feminino,Enfermagem,2210.7,AL,Caruaru,Sim,Empreendedor
524,Masculino,Enfermagem,2308.41,AL,Recife,Sim,Privada
525,Feminino,Direito,2044.65,PB,Olinda,Sim,Privada
526,Masculino,Engenharia Civil,-111.93,RN,Caruaru,Sim,Privada
527,Masculino,Enfermagem,3312.49,CE,Limoeiro,Sim,Pública
528,Feminino,Pedagogia,4822.82,PB,Vitória,Sim,Empreendedor
529,Feminino,Enfermagem,2318.83,PB,Recife,Não,Empreendedor
530,Feminino,Administração,6571.39,PE,Vitória,Não,Privada
531,Masculino,Administração,5163.65,AL,Caruaru,Sim,Pública
532,Feminino,Administração,3478.13,PB,Olinda,Sim,Privada
533,Masculino,Enfermagem,2166.7,RN,Limoeiro,Não,Empreendedor
534,Masculino,Direito,1583.48,CE,Recife,Não,Empreendedor
535,Masculino,Pedagogia,3363.58,RN,Olinda,Sim,Privada
536,Feminino,Enfermagem,3581.74,PB,Recife,Não,Empreendedor
537,Feminino,Direito,3254.74,PB,Limoeiro,Não,Privada
538,Masculino,Direito,4783.19,PE,Limoeiro,Não,Privada
539,Masculino,Enfermagem,5296.5,RN,Caruaru,Não,Privada
540,Feminino,Enfermagem,4067.21,PE,Recife,Não,Privada
541,Masculino,Direito,4131.76,RN,Caruaru,Não,Empreendedor
542,Feminino,Direito,3121.33,AL,Recife,Não,Pública
543,Masculino,Direito,3494.1,AL,Recife,Não,Empreendedor
544,Feminino,Enfermagem,3993.96,RN,Vitória,Não,Privada
545,Masculino,Direito,3119.91,PE,Caruaru,Não,Empreendedor
546,Feminino,Administração,4293.02,AL,Recife,Sim,Pública
547,Masculino,Enfermagem,2232.59,PB,Recife,Sim,Empreendedor
548,Feminino,Administração,2621.36,CE,Limoeiro,Não,Privada
549,Feminino,Engenharia Civil,2243.7,PE,Vitória,Sim,Pública
550,Masculino,Enfermagem,2697.65,RN,Limoeiro,Sim,Empreendedor
551,Masculino,Engenharia Civil,3155.26,CE,Caruaru,Não,Pública
552,Feminino,Direito,4734.91,CE,Caruaru,Sim,Empreendedor
553,Masculino,Direito,3549.72,PB,Recife,Não,Pública
554,Feminino,Pedagogia,1958.83,PE,Olinda,Sim,Privada
555,Masculino,Direito,1817.65,CE,Limoeiro,Sim,Privada
556,Feminino,Engenharia Civil,3000.8,PE,Caruaru,Sim,Pública
557,Feminino,Direito,4501.28,PB,Recife,Não,Empreendedor
558,Feminino,Enfermagem,5183.57,RN,Recife,Sim,Privada
559,Feminino,Direito,1591.08,CE,Limoeiro,Não,Empreendedor
560,Feminino,Pedagogia,3946.82,CE,Recife,Sim,Pública
561,Feminino,Direito,3017.75,CE,Vitória,Sim,Empreendedor
562,Masculino,Engenharia Civil,3110.94,PE,Olinda,Não,Pública
563,Masculino,Engenharia Civil,2222.91,CE,Limoeiro,Sim,Empreendedor
564,Masculino,Direito,3235.92,PE,Limoeiro,Não,Pública
565,Feminino,Engenharia Civil,2168.98,AL,Limoeiro,Não,Pública
566,Feminino,Engenharia Civil,3180.98,AL,Recife,Não,Pública
567,Feminino,Pedagogia,4877.91,PE,Recife,Não,Pública
568,Feminino,Enfermagem,4257.49,AL,Limoeiro,Sim,Empreendedor
569,Masculino,Pedagogia,5796.5,PB,Limoeiro,Não,Privada
570,Masculino,Administração,4131.63,PB,Vitória,Não,Pública
571,Feminino,Pedagogia,3709.42,AL,Caruaru,Não,Pública
572,Masculino,Direito,4163.47,RN,Vitória,Sim,Privada
573,Masculino,Enfermagem,2569.04,PE,Limoeiro,Sim,Privada
574,Feminino,Direito,996.77,AL,Recife,Não,Pública
575,Masculino,Administração,4455.41,PE,Recife,Sim,Pública
576,Feminino,Enfermagem,1345.61,AL,Limoeiro,Sim,Empreendedor
577,Masculino,Engenharia Civil,4845.92,PB,Caruaru,Não,Privada
578,Feminino,Pedagogia,4400.98,RN,Olinda,Não,Empreendedor
579,Feminino,Direito,2480.57,PE,Olinda,Sim,Pública
580,Feminino,Administração,2976.69,RN,Vitória,Sim,Pública
581,Feminino,Engenharia Civil,3486.15,PB,Caruaru,Sim,Pública
582,Masculino,Pedagogia,2393.39,CE,Olinda,Sim,Pública
583,Feminino,Engenharia Civil,4148.62,CE,Caruaru,Não,Privada
584,Feminino,Pedagogia,4254.4,PE,Recife,Sim,Empreendedor
585,Feminino,Enfermagem,1768.45,PB,Recife,Sim,Privada
586,Masculino,Engenharia Civil,2512.27,PE,Caruaru,Sim,Pública
587,Feminino,Engenharia Civil,3455.83,PE,Limoeiro,Não,Empreendedor
588,Masculino,Engenharia Civil,4868.7,PE,Olinda,Sim,Pública
589,Feminino,Enfermagem,4282.74,RN,Olinda,Não,Privada
590,Masculino,Administração,702.9,AL,Recife,Não,Pública
591,Masculino,Pedagogia,3149.61,PB,Vitória,Não,Privada
592,Feminino,Engenharia Civil,4067.21,RN,Olinda,Sim,Privada
593,Masculino,Enfermagem,2540.05,AL,Recife,Sim,Pública
594,Feminino,Administração,2447.11,PE,Recife,Não,Pública
595,Feminino,Pedagogia,2603.65,CE,Caruaru,Sim,Privada
596,Feminino,Enfermagem,3130.43,RN,Caruaru,Não,Empreendedor
597,Masculino,Pedagogia,2325.09,PB,Caruaru,Não,Privada
598,Masculino,Engenharia Civil,4291.92,PB,Vitória,Sim,Empreendedor
599,Feminino,Administração,2467.16,AL,Olinda,Não,Privada
600,Feminino,Enfermagem,2256.61,RN,Vitória,Não,Pública
601,Masculino,Administração,3021.57,PE,Vitória,Sim,Privada
602,Feminino,Engenharia Civil,5274.7,AL,Caruaru,Não,Empreendedor
603,Feminino,Administração,4130.34,PB,Recife,Sim,Empreendedor
604,Feminino,Administração,4206.64,RN,Limoeiro,Sim,Empreendedor
605,Masculino,Direito,3843.5,CE,Recife,Não,Empreendedor
606,Masculino,Administração,2363.62,PE,Recife,Não,Empreendedor
607,Masculino,Pedagogia,2731.92,PB,Recife,Sim,Privada
608,Feminino,Enfermagem,2528.0,RN,Recife,Não,Pública
609,Feminino,Direito,4809.87,CE,Vitória,Sim,Pública
610,Feminino,Enfermagem,3854.4,PB,Caruaru,Não,Privada
611,Masculino,Enfermagem,1499.23,CE,Caruaru,Sim,Pública
612,Feminino,Engenharia Civil,5243.18,PB,Recife,Não,Privada
613,Feminino,Engenharia Civil,3101.66,AL,Limoeiro,Sim,Empreendedor
614,Feminino,Direito,4284.05,AL,Olinda,Não,Privada
615,Feminino,Engenharia Civil,4762.81,AL,Recife,Não,Pública
616,Masculino,Engenharia Civil,425.52,RN,Recife,Sim,Pública
617,Masculino,Engenharia Civil,4045.52,AL,Limoeiro,Sim,Pública
618,Feminino,Enfermagem,3196.91,RN,Vitória,Não,Privada
619,Masculino,Direito,593.73,PE,Recife,Não,Privada
620,Masculino,Enfermagem,2140.97,AL,Limoeiro,Não,Privada
621,Feminino,Pedagogia,2954.47,RN,Vitória,Não,Pública
622,Feminino,Enfermagem,4514.78,PB,Vitória,Sim,Privada
623,Masculino,Pedagogia,3288.51,RN,Recife,Não,Privada
624,Feminino,Administração,3677.75,RN,Vitória,Não,Pública
625,Masculino,Administração,3072.65,PB,Recife,Sim,Empreendedor
626,Feminino,Pedagogia,4805.49,RN,Recife,Não,Empreendedor
627,Masculino,Pedagogia,4125.24,PB,Caruaru,Sim,Pública
628,Feminino,Enfermagem,3695.43,CE,Olinda,Não,Pública
629,Masculino,Pedagogia,2128.24,AL,Olinda,Sim,Empreendedor
630,Masculino,Direito,3643.81,PE,Caruaru,Sim,Privada
631,Masculino,Administração,6838.25,RN,Recife,Não,Pública
632,Feminino,Administração,4454.32,PB,Limoeiro,Sim,Empreendedor
633,Masculino,Pedagogia,2612.79,AL,Vitória,Não,Privada
634,Masculino,Engenharia Civil,5722.95,RN,Caruaru,Sim,Pública
635,Feminino,Engenharia Civil,2559.93,AL,Caruaru,Sim,Empreendedor
636,Feminino,Pedagogia,4357.16,CE,Caruaru,Sim,Privada
637,Masculino,Direito,3444.56,RN,Caruaru,Não,Privada
638,Masculino,Engenharia Civil,3718.55,PB,Olinda,Não,Empreendedor
639,Feminino,Pedagogia,3762.6,CE,Recife,Sim,Privada
640,Feminino,Direito,3202.92,RN,Caruaru,Não,Empreendedor
641,Feminino,Direito,3032.79,AL,Caruaru,Sim,Empreendedor
642,Feminino,Enfermagem,1919.8,CE,Caruaru,Sim,Privada
643,Feminino,Direito,2149.98,PB,Limoeiro,Não,Empreendedor
644,Masculino,Engenharia Civil,3900.76,RN,Limoeiro,Sim,Empreendedor
645,Feminino,Engenharia Civil,2680.74,AL,Vitória,Não,Pública
646,Masculino,Pedagogia,2407.99,AL,Recife,Sim,Empreendedor
647,Masculino,Pedagogia,6892.79,CE,Caruaru,Não,Privada
648,Masculino,Direito,6487.21,RN,Vitória,Sim,Empreendedor
649,Feminino,Administração,4196.99,AL,Vitória,Sim,Privada
650,Masculino,Enfermagem,4365.81,CE,Recife,Sim,Pública
651,Masculino,Administração,2525.1,PE,Limoeiro,Sim,Privada
652,Feminino,Direito,2077.71,AL,Recife,Sim,Empreendedor
653,Masculino,Direito,3091.6,CE,Vitória,Não,Privada
654,Masculino,Administração,3500.36,PE,Recife,Não,Pública
655,Feminino,Enfermagem,4355.69,CE,Limoeiro,Sim,Pública
656,Masculino,Administração,1303.6,AL,Vitória,Sim,Pública
657,Masculino,Pedagogia,6076.7,PE,Recife,Não,Privada
658,Masculino,Engenharia Civil,3797.63,CE,Caruaru,Não,Privada
659,Feminino,Pedagogia,1639.16,RN,Caruaru,Sim,Privada
660,Feminino,Engenharia Civil,3688.97,PE,Recife,Sim,Pública
661,Feminino,Direito,2417.06,CE,Recife,Sim,Privada
662,Masculino,Enfermagem,2332.95,RN,Limoeiro,Sim,Pública
663,Masculino,Administração,2225.12,PE,Vitória,Sim,Pública
664,Feminino,Enfermagem,3192.22,CE,Recife,Sim,Empreendedor
665,Masculino,Administração,6023.26,AL,Vitória,Não,Empreendedor
666,Masculino,Pedagogia,3611.2,PE,Caruaru,Sim,Pública
667,Feminino,Pedagogia,4332.67,PE,Vitória,Sim,Pública
668,Feminino,Administração,4626.22,RN,Olinda,Não,Pública
669,Masculino,Enfermagem,3326.29,CE,Limoeiro,Não,Empreendedor
670,Masculino,Administração,2106.78,AL,Limoeiro,Não,Pública
671,Masculino,Direito,1581.51,RN,Vitória,Sim,Empreendedor
672,Feminino,Pedagogia,3035.06,PE,Limoeiro,Não,Empreendedor
673,Feminino,Direito,4872.72,RN,Vitória,Sim,Privada
674,Feminino,Pedagogia,4622.47,RN,Vitória,Não,Privada
675,Feminino,Pedagogia,3807.66,RN,Caruaru,Não,Privada
676,Masculino,Engenharia Civil,3966.65,PE,Vitória,Não,Empreendedor
677,Feminino,Direito,3335.81,PB,Limoeiro,Sim,Pública
678,Feminino,Direito,2922.22,RN,Olinda,Não,Privada
679,Feminino,Engenharia Civil,2614.18,PB,Recife,Não,Empreendedor
680,Feminino,Enfermagem,1734.26,AL,Limoeiro,Não,Pública
681,Feminino,Direito,5656.55,AL,Olinda,Sim,Privada
682,Masculino,Administração,3705.35,AL,Limoeiro,Sim,Empreendedor
683,Masculino,Engenharia Civil,2969.04,CE,Olinda,Sim,Privada
684,Feminino,Direito,5685.4,PE,Limoeiro,Sim,Privada
685,Masculino,Enfermagem,5914.38,PB,Recife,Sim,Empreendedor
686,Feminino,Direito,6794.19,CE,Caruaru,Não,Privada
687,Feminino,Pedagogia,3202.01,PB,Caruaru,Não,Empreendedor
688,Masculino,Administração,3626.28,PE,Recife,Sim,Empreendedor
689,Masculino,Engenharia Civil,4281.15,RN,Limoeiro,Não,Privada
690,Feminino,Pedagogia,5494.62,CE,Olinda,Não,Pública
691,Feminino,Enfermagem,3574.43,PE,Vitória,Sim,Pública
692,Feminino,Pedagogia,2319.97,CE,Limoeiro,Sim,Pública
693,Masculino,Pedagogia,2595.94,AL,Recife,Sim,Empreendedor
694,Feminino,Enfermagem,4912.92,CE,Caruaru,Não,Privada
695,Feminino,Pedagogia,4245.24,RN,Caruaru,Sim,Pública
696,Feminino,Engenharia Civil,3292.51,RN,Limoeiro,Sim,Privada
697,Masculino,Direito,3213.58,PB,Olinda,Sim,Pública
698,Feminino,Pedagogia,3292.56,CE,Recife,Não,Pública
699,Feminino,Engenharia Civil,4986.85,AL,Recife,Não,Privada
700,Masculino,Direito,2553.26,RN,Olinda,Não,Privada
701,Feminino,Direito,2043.91,PB,Olinda,Sim,Privada
702,Feminino,Pedagogia,5680.17,AL,Limoeiro,Não,Privada
703,Masculino,Engenharia Civil,3530.07,AL,Limoeiro,Sim,Pública
704,Feminino,Pedagogia,3404.81,AL,Caruaru,Sim,Privada
705,Masculino,Enfermagem,4305.19,PE,Caruaru,Não,Empreendedor
706,Masculino,Direito,2313.31,RN,Olinda,Sim,Pública
707,Feminino,Pedagogia,4400.6,PE,Vitória,Não,Empreendedor
708,Feminino,Direito,3040.73,PE,Vitória,Sim,Pública
709,Feminino,Engenharia Civil,4850.81,RN,Vitória,Sim,Pública
710,Feminino,Administração,1659.52,CE,Recife,Não,Empreendedor
711,Masculino,Pedagogia,4040.8,PB,Limoeiro,Sim,Pública
712,Feminino,Pedagogia,3222.52,RN,Olinda,Não,Empreendedor
713,Masculino,Direito,2654.43,PB,Caruaru,Não,Pública
714,Feminino,Engenharia Civil,4425.61,CE,Vitória,Sim,Privada
715,Feminino,Enfermagem,3322.01,RN,Caruaru,Sim,Pública
716,Feminino,Engenharia Civil,4059.22,AL,Limoeiro,Sim,Empreendedor
717,Masculino,Pedagogia,5018.85,RN,Olinda,Sim,Privada
718,Feminino,Enfermagem,4449.79,CE,Vitória,Sim,Privada
719,Feminino,Engenharia Civil,2203.55,PE,Vitória,Sim,Privada
720,Feminino,Administração,2849.9,RN,Olinda,Sim,Privada
721,Feminino,Direito,4051.15,AL,Caruaru,Sim,Pública
722,Masculino,Engenharia Civil,4452.65,RN,Limoeiro,Sim,Empreendedor
723,Feminino,Engenharia Civil,3030.85,PE,Limoeiro,Sim,Privada
724,Masculino,Administração,3737.42,RN,Limoeiro,Sim,Empreendedor
725,Masculino,Pedagogia,3729.9,AL,Caruaru,Não,Empreendedor
726,Masculino,Direito,3897.08,CE,Caruaru,Sim,Privada
727,Masculino,Engenharia Civil,2085.26,AL,Vitória,Sim,Empreendedor
728,Masculino,Enfermagem,1801.96,CE,Caruaru,Sim,Empreendedor
729,Masculino,Engenharia Civil,788.92,AL,Recife,Não,Empreendedor
730,Feminino,Direito,3626.67,PB,Olinda,Sim,Empreendedor
731,Masculino,Engenharia Civil,1862.97,RN,Caruaru,Não,Pública
732,Masculino,Administração,6064.07,RN,Limoeiro,Não,Pública
733,Masculino,Engenharia Civil,4284.94,PE,Caruaru,Sim,Pública
734,Feminino,Engenharia Civil,2081.76,PB,Vitória,Sim,Empreendedor
735,Feminino,Enfermagem,4862.16,PE,Olinda,Sim,Pública
736,Masculino,Administração,4865.0,RN,Olinda,Não,Privada
737,Feminino,Administração,4962.47,PE,Limoeiro,Não,Empreendedor
738,Masculino,Engenharia Civil,2530.31,CE,Olinda,Não,Pública
739,Masculino,Enfermagem,4359.27,PB,Recife,Sim,Pública
740,Feminino,Engenharia Civil,4982.8,AL,Olinda,Sim,Empreendedor
741,Masculino,Engenharia Civil,5385.03,CE,Limoeiro,Não,Empreendedor
742,Feminino,Direito,1671.51,AL,Olinda,Não,Empreendedor
743,Feminino,Direito,3238.84,PE,Caruaru,Não,Privada
744,Masculino,Enfermagem,2487.19,RN,Vitória,Não,Pública
745,Masculino,Pedagogia,5736.95,CE,Caruaru,Sim,Privada
746,Feminino,Direito,4089.27,PB,Recife,Sim,Pública
747,Masculino,Pedagogia,4569.5,AL,Recife,Não,Empreendedor
748,Masculino,Administração,4071.63,CE,Vitória,Sim,Pública
749,Masculino,Direito,3950.34,RN,Vitória,Não,Empreendedor
750,Feminino,Direito,2464.05,PB,Vitória,Não,Pública
751,Feminino,Enfermagem,2964.19,PB,Vitória,Sim,Privada
752,Masculino,Pedagogia,3585.82,AL,Olinda,Sim,Pública
753,Feminino,Direito,2721.7,CE,Caruaru,Sim,Empreendedor
754,Feminino,Direito,2500.19,CE,Recife,Não,Privada
755,Feminino,Enfermagem,3253.19,PB,Olinda,Não,Privada
756,Feminino,Enfermagem,2773.83,PE,Vitória,Sim,Pública
757,Feminino,Pedagogia,3559.78,PB,Limoeiro,Sim,Pública
758,Masculino,Administração,2968.56,RN,Limoeiro,Sim,Privada
759,Masculino,Administração,2678.17,CE,Caruaru,Não,Pública
760,Masculino,Engenharia Civil,2386.85,AL,Recife,Não,Empreendedor
761,Feminino,Direito,3507.32,CE,Recife,Sim,Empreendedor
762,Feminino,Pedagogia,4565.96,PB,Caruaru,Sim,Pública
763,Masculino,Direito,4281.05,RN,Vitória,Não,Privada
764,Feminino,Pedagogia,1667.71,PE,Vitória,Sim,Pública
765,Masculino,Pedagogia,4531.7,CE,Recife,Não,Privada
